StockCode,total_orders,total_sales,maximum_sales,minimum_sales,mean_sales,median_sales,sales_figure,maximum_figure,minimum_figure,mean_figure,median_figure,cus_count,max_order_cus,mean_order_cus,median_order_cus,refund_ratio,max_order_gap,min_order_gap
47593A,13,33,6,1,2.538461538,2,14.37,2.5,0.29,1.105384615,0.87,10,2,1.3,1,0,30,0
47593B,92,1468,144,1,15.95652174,3.5,599.02,56.16,0.39,6.511086957,1.56,66,9,1.393939394,1,0,30,0
47594A,31,43,6,-5,1.387096774,1,83.85,11.7,-9.75,2.70483871,1.95,28,2,1.107142857,1,0.173076923,49,0
47594B,33,87,24,-2,2.636363636,1,169.65,46.8,-3.9,5.140909091,1.95,26,6,1.269230769,1,0.043956044,39,0
47599A,146,2391,144,-6,16.37671233,6,4443.82,243.36,-12.6,30.43712329,12.6,102,10,1.431372549,1,0.002503129,17,0
47599B,109,1387,144,-50,12.72477064,6,2594.54,243.36,-105,23.80311927,12.6,70,12,1.557142857,1,0.036136206,22,0
48173C,175,1777,300,-3,10.15428571,2,9739.7,1374,-24.75,55.65542857,15.9,104,7,1.682692308,1,0.002245929,18,0
51014A,152,3386,240,-72,22.27631579,12,1639.2,93.6,-61.2,10.78421053,9.36,99,13,1.535353535,1,0.020821284,27,0
51014C,112,2187,240,-96,19.52678571,12,1069.05,93.6,-37.44,9.545089286,9.245,67,10,1.671641791,1,0.086084413,37,0
51014L,105,1797,96,-72,17.11428571,12,861.13,61.2,-61.2,8.201238095,9.13,70,10,1.5,1,0.044657097,38,0
51020A,19,323,96,-2,17,10,115.75,27.84,-0.58,6.092105263,2.9,16,2,1.1875,1,0.006153846,36,0
51020B,16,196,48,-1,12.25,4,70.28,13.92,-0.29,4.3925,2.5,13,2,1.230769231,1,0.005076142,62,0
62043B,6,16,5,-1,2.666666667,2.5,13.28,4.15,-0.83,2.213333333,2.075,5,2,1.2,1,0.058823529,15,0
62074B,4,16,10,1,4,2.5,6.72,4.2,0.42,1.68,1.05,4,1,1,1,0,67,0
62086A,13,86,30,1,6.615384615,6,167.7,58.5,1.95,12.9,11.7,13,1,1,1,0,37,0
62094B,3,13,6,1,4.333333333,6,33.15,15.3,2.55,11.05,15.3,2,2,1.5,1.5,0,27,0
62096A,8,106,46,6,13.25,6,132.5,57.5,7.5,16.5625,7.5,7,2,1.142857143,1,0,41,0
62096B,1,2,2,2,2,2,2.5,2.5,2.5,2.5,2.5,1,1,1,1,0,0,0
62097B,3,9,5,2,3,2,7.47,4.15,1.66,2.49,1.66,2,2,1.5,1.5,0,14,0
71101E,23,348,48,2,15.13043478,12,280.2,34.56,1.7,12.1826087,10.2,17,3,1.352941176,1,0,57,0
71406C,21,138,20,1,6.571428571,6,57.96,8.4,0.42,2.76,2.52,13,8,1.615384615,1,0,53,0
71495A,2,96,48,48,48,48,34.56,17.28,17.28,17.28,17.28,2,1,1,1,0,211,0
71495B,5,160,48,4,32,48,58.56,17.28,1.68,11.712,17.28,4,2,1.25,1,0,174,0
71496A,5,114,48,1,22.8,12,61.86,25.44,0.53,12.372,7.8,5,1,1,1,0,140,0
71496B,4,13,6,1,3.25,3,7.37,3.18,0.53,1.8425,1.83,4,1,1,1,0,247,0
72024U,3,72,24,24,24,24,15.12,5.04,5.04,5.04,5.04,3,1,1,1,0,61,0
72051S,6,46,32,1,7.666666667,3,19.32,13.44,0.42,3.22,1.26,5,2,1.2,1,0,78,0
72140E,9,30,6,-1,3.333333333,3,25.5,5.1,-0.85,2.833333333,2.55,8,2,1.125,1,0.032258065,123,0
72225C,16,600,96,24,37.5,24,158.64,20.88,6.96,9.915,6.96,12,4,1.333333333,1,0,51,0
72349B,83,637,144,1,7.674698795,2,1209.78,243.36,2.1,14.57566265,4.2,48,15,1.729166667,1,0,28,0
72351A,133,1229,144,1,9.240601504,3,2374.26,243.36,2.1,17.85157895,6.3,78,10,1.705128205,1,0,15,0
72351B,156,2028,144,-1,13,3.5,3793.04,243.36,-2.1,24.31435897,7.35,88,16,1.772727273,1,0.000985222,22,0
72369A,4,28,12,4,7,6,35,15,5,8.75,7.5,3,2,1.333333333,1,0,124,0
72760B,132,371,32,-1,2.810606061,2,3533.23,271.68,-9.95,26.76689394,19.9,102,7,1.294117647,1,0.00536193,22,0
72798C,3,7,4,1,2.333333333,2,11.55,6.6,1.65,3.85,3.3,3,1,1,1,0,56,0
72799C,11,22,6,1,2,2,64.9,17.7,2.95,5.9,5.9,11,1,1,1,0,158,0
72799E,42,187,18,-6,4.452380952,3,551.65,53.1,-17.7,13.13452381,8.85,35,3,1.2,1,0.031088083,79,0
72799F,22,128,24,1,5.818181818,2,368,61.2,2.95,16.72727273,5.9,19,2,1.157894737,1,0,89,0
72800B,34,91,12,1,2.676470588,1,232.05,30.6,2.55,6.825,2.55,27,2,1.259259259,1,0,53,0
72800C,27,77,12,1,2.851851852,1,196.35,30.6,2.55,7.272222222,2.55,21,3,1.285714286,1,0,59,0
72800D,30,86,12,1,2.866666667,2,219.3,30.6,2.55,7.31,5.1,20,5,1.5,1,0,41,0
72800E,91,357,24,1,3.923076923,2,845.55,50.4,2.55,9.291758242,5.1,54,23,1.685185185,1,0,21,0
72801C,13,135,48,2,10.38461538,12,159.63,50.88,2.5,12.27923077,15,13,1,1,1,0,119,0
72801D,11,55,12,1,5,3,68.75,15,1.25,6.25,3.75,10,2,1.1,1,0,112,0
72801G,12,55,12,1,4.583333333,2,68.75,15,1.25,5.729166667,2.5,9,2,1.333333333,1,0,98,0
72802A,60,294,36,-1,4.9,2.5,1191.22,137.16,-4.25,19.85366667,10.625,44,8,1.363636364,1,0.013422819,40,0
72802B,80,568,224,-200,7.1,3,1293.44,250,-250,16.168,12.75,55,5,1.454545455,1,0.41322314,32,0
72802C,95,870,378,-288,9.157894737,6,1965.56,360,-360,20.69010526,25.5,64,7,1.484375,1,0.367272727,26,0
72803A,43,528,408,-1,12.27906977,2,714,204,-4.25,16.60465116,8.5,30,5,1.433333333,1,0.003773585,60,0
72807A,73,331,56,-4,4.534246575,4,1368.03,213.36,-17,18.74013699,17,53,5,1.377358491,1,0.026470588,25,0
72807B,83,347,60,-3,4.180722892,3,1430.75,228.6,-12.75,17.23795181,12.75,56,5,1.482142857,1,0.008571429,24,0
72807C,121,536,120,-120,4.429752066,4,2215.52,457.2,-457.2,18.31008264,17,84,7,1.44047619,1,0.198804185,22,0
75013B,7,25,6,1,3.571428571,3,41.25,9.9,1.65,5.892857143,4.95,6,2,1.166666667,1,0,24,0
75049L,141,6579,384,-58,46.65957447,6,5885.35,326.4,-49.3,41.74007092,7.5,69,15,2.043478261,1,0.033494932,21,0
77101A,21,386,288,1,18.38095238,3,423.22,305.28,1.25,20.15333333,3.75,16,3,1.3125,1,0,34,0
78034B,7,8,2,1,1.142857143,1,15.6,3.9,1.95,2.228571429,1.95,6,2,1.166666667,1,0,126,0
79026B,9,25,12,1,2.777777778,1,10.61,4.68,0.39,1.178888889,0.78,7,3,1.285714286,1,0,31,0
79030D,32,461,48,-1,14.40625,12,217.59,19.8,-0.39,6.7996875,8.19,26,2,1.230769231,1,0.002164502,88,0
79030G,53,1364,144,2,25.73584906,24,610.08,56.16,1.56,11.5109434,9.36,44,3,1.204545455,1,0,38,0
79051A,38,743,96,4,19.55263158,14,251.47,27.84,1.16,6.617631579,4.64,30,3,1.266666667,1,0,59,0
79062D,4,52,24,4,13,12,19.4,7.8,1.16,4.85,5.22,4,1,1,1,0,134,0
79063C,13,234,100,1,18,10,43.46,18,0.19,3.343076923,1.9,12,2,1.083333333,1,0,45,0
79063D,11,189,100,1,17.18181818,4,34.91,18,0.19,3.173636364,0.76,9,2,1.222222222,1,0,103,0
79066K,109,721,48,-10,6.614678899,2,600.49,30.72,-8.5,5.509082569,2.55,67,16,1.626865672,1,0.016371078,24,0
79071B,11,20,5,1,1.818181818,2,59,14.75,2.95,5.363636364,5.9,10,2,1.1,1,0,35,0
79144B,16,108,24,1,6.75,3.5,42.96,8.88,0.42,2.685,1.47,14,2,1.142857143,1,0,137,0
79144C,7,64,24,1,9.142857143,6,24.48,8.88,0.42,3.497142857,2.52,5,2,1.4,1,0,84,0
79149B,7,17,10,1,2.428571429,1,7.14,4.2,0.42,1.02,0.42,7,1,1,1,0,182,0
79151B,2,11,10,1,5.5,5.5,4.62,4.2,0.42,2.31,2.31,2,1,1,1,0,358,0
79157B,1,3,3,3,3,3,2.55,2.55,2.55,2.55,2.55,1,1,1,1,0,0,0
79157V,3,5,2,1,1.666666667,2,4.25,1.7,0.85,1.416666667,1.7,3,1,1,1,0,16,0
79161A,2,2,1,1,1,1,5.9,2.95,2.95,2.95,2.95,2,1,1,1,0,14,0
79190A,33,307,60,-3,9.303030303,5,128.94,25.2,-1.26,3.907272727,2.1,24,5,1.375,1,0.009677419,51,0
79190B,34,594,300,-15,17.47058824,7.5,219.48,96,-6.3,6.455294118,3.15,23,5,1.47826087,1,0.026229508,37,0
79190D,24,212,15,1,8.833333333,6,89.04,6.3,0.42,3.71,2.52,16,5,1.5,1,0,55,0
79191B,24,128,12,-12,5.333333333,4,108.8,10.2,-10.2,4.533333333,3.4,20,2,1.2,1,0.085714286,51,0
79191C,75,935,144,-24,12.46666667,12,668.03,90.72,-20.4,8.907066667,10.2,57,3,1.315789474,1,0.125350795,39,0
79191D,7,12,12,-12,1.714285714,1,10.2,10.2,-10.2,1.457142857,0.85,6,2,1.166666667,1,0.5,201,0
79192A,2,3,2,1,1.5,1.5,3.75,2.5,1.25,1.875,1.875,2,1,1,1,0,13,0
79302M,44,325,40,1,7.386363636,6,869.95,102,2.95,19.77159091,17.7,25,6,1.76,1,0,46,0
79323B,3,0,8,-4,0,-4,0,54,-27,0,-27,2,2,1.5,1.5,1,36,0
79323P,3,-4,4,-4,-1.333333333,-4,-27,27,-27,-9,-27,1,3,3,3,2,31,0
79323W,1,-8,-8,-8,-8,-8,-54,-54,-54,-54,-54,1,1,1,1,1,0,0
81950B,10,117,50,1,11.7,4.5,33.93,14.5,0.29,3.393,1.305,8,2,1.25,1,0,17,0
81950V,7,21,12,1,3,1,8.89,3.48,0.29,1.27,0.85,6,2,1.166666667,1,0,125,0
81952B,9,200,100,1,22.22222222,18,38,19,0.19,4.222222222,3.42,9,1,1,1,0,4,0
81952V,27,367,100,1,13.59259259,10,69.73,19,0.19,2.582592593,1.9,22,4,1.227272727,1,0,36,0
81953B,5,11,5,1,2.2,1,2.09,0.95,0.19,0.418,0.19,2,3,2.5,2.5,0,4,0
81953P,3,28,20,4,9.333333333,4,5.32,3.8,0.76,1.773333333,0.76,2,2,1.5,1.5,0,5,0
82001S,108,1495,144,-4,13.84259259,4,5171.92,488.16,-15,47.88814815,15,49,15,2.204081633,1,0.004660453,23,0
82011A,10,16,3,1,1.6,1.5,60,11.25,3.75,6,5.625,8,3,1.25,1,0,71,0
82011B,19,41,10,1,2.157894737,1,139.35,29.5,3.75,7.334210526,3.75,11,7,1.727272727,1,0,94,0
82011C,20,51,14,1,2.55,2,172.05,41.3,3.75,8.6025,7.5,17,2,1.176470588,1,0,109,0
82494L,805,5785,144,-96,7.186335404,6,16270.7,367.2,-244.8,20.21204969,17.7,385,17,2.090909091,1,0.049145299,28,0
82613A,15,67,25,1,4.466666667,1,83.75,31.25,1.25,5.583333333,1.25,13,2,1.153846154,1,0,31,0
82613B,46,380,40,-20,8.260869565,4.5,259.2,16.8,-8.4,5.634782609,5.625,39,4,1.179487179,1,0.05,31,0
82613C,39,341,40,-20,8.743589744,8,227.05,16.8,-8.4,5.821794872,8.4,33,3,1.181818182,1,0.055401662,38,0
82613D,51,449,40,-20,8.803921569,3,262.45,16.8,-8.4,5.146078431,3.75,43,4,1.186046512,1,0.042643923,35,0
82616B,50,296,48,-9,5.92,2,401.78,60,-11.25,8.0356,2.95,35,7,1.428571429,1,0.029508197,63,0
82616C,48,262,24,-3,5.458333333,2,366.77,30,-3.75,7.641041667,3.35,37,7,1.297297297,1,0.011320755,70,0
84029E,305,3346,408,-8,10.9704918,4,12095.28,1383.12,-34,39.65665574,17,218,17,1.399082569,1,0.00564636,73,0
84029G,307,2263,108,-8,7.371335505,4,8509.17,405,-34,27.71716612,15,201,17,1.527363184,1,0.006148441,34,0
84030E,276,1341,48,-2,4.858695652,2.5,5443.41,180,-8.5,19.7225,10.625,190,5,1.452631579,1,0.002232143,41,0
84031A,41,65,6,-20,1.585365854,1,343.77,27.9,-39,8.384634146,4.65,29,11,1.413793103,1,0.235294118,143,0
84031B,32,47,6,-21,1.46875,2,266.41,27.9,-40.95,8.3253125,8.26,25,6,1.28,1,0.308823529,192,0
84032A,96,307,24,-24,3.197916667,2,909.33,70.8,-70.8,9.4721875,5.9,69,11,1.391304348,1,0.08358209,92,0
84032B,114,305,36,-36,2.675438596,2,954.01,91.8,-70.8,8.368508772,5.9,91,10,1.252747253,1,0.177897574,46,0
84078A,112,319,24,-12,2.848214286,1,11639.05,838.8,-419.4,103.9200893,39.95,78,10,1.435897436,1,0.098870056,25,0
84086B,8,14,3,-1,1.75,2,41.3,8.85,-2.95,5.1625,5.9,2,5,4,4,0.066666667,120,0
84086C,21,140,30,1,6.666666667,6,413,88.5,2.95,19.66666667,17.7,13,5,1.615384615,1,0,95,0
84201B,2,13,12,1,6.5,6.5,2.47,2.28,0.19,1.235,1.235,2,1,1,1,0,95,0
84201C,1,5,5,5,5,5,0.95,0.95,0.95,0.95,0.95,1,1,1,1,0,0,0
84206A,3,24,12,6,8,6,4.56,2.28,1.14,1.52,1.14,3,1,1,1,0,93,0
84206B,1,5,5,5,5,5,0.95,0.95,0.95,0.95,0.95,1,1,1,1,0,0,0
84206C,2,8,5,3,4,4,1.52,0.95,0.57,0.76,0.76,2,1,1,1,0,177,0
84247E,27,72,12,-11,2.666666667,1,212.4,35.4,-32.45,7.866666667,2.95,23,2,1.173913043,1,0.13253012,212,0
84247G,23,336,48,12,14.60869565,12,141.12,20.16,5.04,6.135652174,5.04,17,3,1.352941176,1,0,43,0
84247K,11,12,12,-11,1.090909091,1,35.4,35.4,-32.45,3.218181818,2.95,7,3,1.571428571,1,0.47826087,88,0
84247L,8,108,24,12,13.5,12,45.36,10.08,5.04,5.67,5.04,8,1,1,1,0,76,0
84247N,18,22,3,1,1.222222222,1,64.9,8.85,2.95,3.605555556,2.95,16,2,1.125,1,0,88,0
84249A,13,160,36,1,12.30769231,12,68.84,15.12,0.83,5.295384615,5.04,12,2,1.083333333,1,0,81,0
84251B,15,145,12,-12,9.666666667,12,27.55,2.28,-2.28,1.836666667,2.28,12,4,1.25,1,0.076433121,46,0
84251C,2,24,12,12,12,12,4.56,2.28,2.28,2.28,2.28,2,1,1,1,0,86,0
84251G,12,144,12,12,12,12,27.36,2.28,2.28,2.28,2.28,12,1,1,1,0,86,0
84279B,63,175,12,-4,2.777777778,2,651.93,40.68,-15,10.34809524,7.5,48,3,1.3125,1,0.038461538,8,0
84279P,104,319,12,-4,3.067307692,4,1178.97,40.68,-15,11.33625,15,78,5,1.333333333,1,0.047761194,21,0
84313B,13,76,26,1,5.846153846,2,175.8,50.7,1.95,13.52307692,8.5,6,6,2.166666667,1.5,0,27,0
84313C,24,461,186,1,19.20833333,6,908.15,362.7,1.95,37.83958333,11.7,17,4,1.411764706,1,0,49,0
84341B,34,618,72,1,18.17647059,9,252.23,27.36,0.38,7.418529412,4.56,30,2,1.133333333,1,0,216,0
84387A,1,11,11,11,11,11,21.45,21.45,21.45,21.45,21.45,1,1,1,1,0,0,0
84402B,3,61,25,12,20.33333333,24,48.19,19.75,9.48,16.06333333,18.96,3,1,1,1,0,2,0
84406B,246,1843,128,-24,7.491869919,4,6825.93,480,-99.6,27.74768293,16.6,133,15,1.84962406,1,0.022281167,15,0
84415A,2,12,6,6,6,6,15,7.5,7.5,7.5,7.5,2,1,1,1,0,16,0
84415B,2,6,4,2,3,3,12.5,7.5,5,6.25,6.25,2,1,1,1,0,182,0
84429A,14,45,6,1,3.214285714,2.5,132.75,17.7,2.95,9.482142857,7.375,13,2,1.076923077,1,0,51,0
84459A,60,611,192,-24,10.18333333,2.5,818.23,240,-35.76,13.63716667,3.725,50,3,1.2,1,0.089418778,53,0
84459B,61,676,192,1,11.08196721,4,938.12,240,1.49,15.37901639,5.96,54,2,1.12962963,1,0,15,0
84507B,14,31,6,1,2.214285714,2,79.05,15.3,2.55,5.646428571,5.1,10,3,1.4,1,0,46,0
84507C,28,56,6,-6,2,2,142.8,15.3,-15.3,5.1,5.1,11,8,2.545454545,2,0.111111111,80,0
84508A,36,1629,240,-1,45.25,2,3442.95,504,-2.55,95.6375,5.1,17,10,2.117647059,1,0.000613497,34,0
84508B,32,51,6,-6,1.59375,2,130.05,15.3,-15.3,4.0640625,5.1,22,6,1.454545455,1,0.105263158,50,0
84508C,21,52,6,1,2.476190476,2,132.6,15.3,2.55,6.314285714,5.1,14,3,1.5,1,0,74,0
84509A,141,599,72,-4,4.24822695,4,2145.89,212.4,-15,15.21907801,15,102,5,1.382352941,1,0.014802632,16,0
84509B,46,147,12,1,3.195652174,3.5,551.25,45,3.75,11.98369565,13.125,35,8,1.314285714,1,0,33,0
84509C,24,78,24,1,3.25,2,273.3,70.8,3.75,11.3875,7.5,20,2,1.2,1,0,117,0
84509E,6,56,24,1,9.333333333,3,90,30,3.75,15,11.25,5,2,1.2,1,0,111,0
84509G,41,469,108,1,11.43902439,4,828.75,135,3.75,20.21341463,15,38,3,1.078947368,1,0,46,0
84510A,146,1003,100,-1,6.869863014,4.5,1219.38,106,-1.25,8.351917808,5.625,98,16,1.489795918,1,0.000996016,19,0
84510C,33,97,10,1,2.939393939,2,123.67,12.5,1.25,3.747575758,2.5,25,3,1.32,1,0,33,0
84510E,7,20,10,1,2.857142857,2,25,12.5,1.25,3.571428571,2.5,7,1,1,1,0,98,0
84519A,54,465,48,1,8.611111111,3,724.19,122.4,1.25,13.41092593,3.75,40,5,1.35,1,0,48,0
84519B,85,413,48,1,4.858823529,2,530.99,60,1.25,6.246941176,3.75,60,8,1.416666667,1,0,54,0
84520B,55,481,96,1,8.745454545,4,388.69,61.44,0.85,7.067090909,3.4,51,3,1.078431373,1,0,17,0
84531A,26,140,24,1,5.384615385,3,71.76,9.36,0.39,2.76,2.34,24,2,1.083333333,1,0,70,0
84531B,26,150,24,1,5.769230769,3.5,83.46,11.7,0.39,3.21,2.34,24,2,1.083333333,1,0,70,0
84534B,5,46,24,1,9.2,4,39.1,20.4,0.85,7.82,3.4,5,1,1,1,0,42,0
84535A,20,398,320,1,19.9,3,185.1,134.4,0.65,9.255,1.95,19,2,1.052631579,1,0,11,0
84535B,109,1190,144,-94,10.91743119,6,699.29,60.48,-61.1,6.415504587,3.25,78,5,1.397435897,1,0.073208723,28,0
84536A,217,2599,96,-32,11.97695853,7,1091.99,40.32,-13.44,5.032211982,2.94,138,8,1.572463768,1,0.012162676,16,0
84536B,100,1632,272,-32,16.32,8,632.68,87.04,-13.44,6.3268,3.36,73,5,1.369863014,1,0.028571429,17,0
84558A,63,292,36,1,4.634920635,2,861.4,106.2,2.95,13.67301587,5.9,49,5,1.285714286,1,0,36,0
84559A,42,272,36,1,6.476190476,3,231.98,30.6,0.85,5.523333333,2.55,34,3,1.235294118,1,0,37,0
84559B,45,212,24,-4,4.711111111,3,180.2,20.4,-3.4,4.004444444,2.55,37,3,1.216216216,1,0.018518519,37,0
84562A,2,2,1,1,1,1,15.9,7.95,7.95,7.95,7.95,2,1,1,1,0,79,0
84563A,14,59,8,1,4.214285714,2,198.05,23.6,2.95,14.14642857,11.9,11,4,1.272727273,1,0,58,0
84563B,24,73,8,1,3.041666667,1.5,221.35,23.6,2.95,9.222916667,5.9,18,3,1.333333333,1,0,84,0
84569A,25,190,12,1,7.6,8,237.5,15,1.25,9.5,10,25,1,1,1,0,52,0
84569B,12,76,12,1,6.333333333,4.5,95,15,1.25,7.916666667,5.625,11,2,1.090909091,1,0,34,0
84569C,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1.25,1,1,1,1,0,0,0
84569D,35,269,24,1,7.685714286,6,338.67,30,1.25,9.676285714,7.5,32,3,1.09375,1,0,40,0
84575A,5,13,10,-1,2.6,1,33.35,19.5,-5.95,6.67,5.95,4,2,1.25,1,0.071428571,83,0
84595E,9,64,12,1,7.111111111,12,109.8,19.8,1.65,12.2,19.8,8,2,1.125,1,0,131,0
84596B,363,4345,144,-16,11.96969697,8,1997.46,76.32,-6.72,5.502644628,3.36,186,15,1.951612903,1,0.003668883,33,0
84596E,36,392,84,1,10.88888889,8,253.05,76.32,0.42,7.029166667,3.36,33,3,1.090909091,1,0,28,0
84596F,291,3155,144,-16,10.8419244,8,1494.98,76.32,-6.72,5.137388316,3.36,163,13,1.785276074,1,0.005045727,33,0
84596G,156,1634,96,1,10.47435897,8,761.21,76.32,0.42,4.879551282,3.36,83,9,1.879518072,1,0,33,0
84596J,27,469,96,1,17.37037037,8,205.28,40.32,0.42,7.602962963,3.36,21,3,1.285714286,1,0,72,0
84596L,80,1039,96,1,12.9875,8,441.36,40.32,0.42,5.517,3.36,49,8,1.632653061,1,0,69,0
84597B,5,41,12,2,8.2,12,51.25,15,2.5,10.25,15,3,3,1.666666667,1,0,68,0
84597C,13,46,12,1,3.538461538,2,57.5,15,1.25,4.423076923,2.5,11,2,1.181818182,1,0,43,0
84613A,3,6,3,1,2,2,27.9,13.95,4.65,9.3,9.3,3,1,1,1,0,40,0
84613C,1,1,1,1,1,1,4.65,4.65,4.65,4.65,4.65,1,1,1,1,0,0,0
84614A,1,2,2,2,2,2,11.9,11.9,11.9,11.9,11.9,1,1,1,1,0,0,0
84625A,32,411,24,-17,12.84375,20,427.05,47.2,-14.45,13.3453125,20.4,24,3,1.333333333,1,0.046403712,53,0
84625C,33,390,47,-24,11.81818182,12,436.5,41.3,-20.4,13.22727273,20.4,20,6,1.65,1,0.111617312,57,0
84659A,23,133,55,-1,5.782608696,2,311.76,115.5,-2.55,13.55478261,5.1,19,4,1.210526316,1,0.007462687,37,0
84660A,38,835,200,-1,21.97368421,20,757.36,158,-3.75,19.93052632,15.8,30,3,1.266666667,1,0.002389486,106,0
84660B,30,697,120,1,23.23333333,20,686.23,94.8,0.79,22.87433333,15.8,20,5,1.5,1,0,49,0
84660C,27,639,120,1,23.66666667,20,590.57,94.8,0.79,21.87296296,15.8,20,4,1.35,1,0,98,0
84661A,6,31,6,1,5.166666667,6,79.05,15.3,2.55,13.175,15.3,6,1,1,1,0,109,0
84661B,8,80,33,1,10,4,213.64,84.15,2.55,26.705,12.61,6,3,1.333333333,1,0,110,0
84661C,2,12,6,6,6,6,30.6,15.3,15.3,15.3,15.3,2,1,1,1,0,251,0
84663A,28,255,100,-3,9.107142857,3,314.93,79,-5.95,11.2475,5.74,21,3,1.333333333,1,0.019230769,43,0
84673A,26,63,12,1,2.423076923,2,40.95,7.8,0.65,1.575,1.3,21,3,1.238095238,1,0,72,0
84673B,41,134,24,1,3.268292683,1,112.58,15.6,0.65,2.745853659,1.3,31,8,1.322580645,1,0,47,0
84705C,1,12,12,12,12,12,15,15,15,15,15,1,1,1,1,0,0,0
84706D,3,6,2,2,2,2,25.7,17.9,3.9,8.566666667,3.9,3,1,1,1,0,162,0
84706F,10,16,3,1,1.6,1.5,47.2,8.85,2.95,4.72,4.425,9,2,1.111111111,1,0,42,0
84707A,20,34,4,1,1.7,2,378.34,39.92,9.95,18.917,19.9,18,3,1.111111111,1,0,86,0
84707B,10,14,2,1,1.4,1,149.31,19.96,9.95,14.931,14.925,10,1,1,1,0,152,0
84708B,12,48,12,1,4,4,232,59.4,4.95,19.33333333,19.8,11,2,1.090909091,1,0,64,0
84709B,11,20,4,1,1.818181818,2,119,23.8,5.95,10.81818182,11.9,11,1,1,1,0,63,0
84711A,6,13,3,2,2.166666667,2,129.35,29.85,19.9,21.55833333,19.9,6,1,1,1,0,112,0
84711B,7,14,3,1,2,2,139.3,29.85,9.95,19.9,19.9,6,2,1.166666667,1,0,64,0
84712B,11,19,2,1,1.727272727,2,147.87,15.9,7.95,13.44272727,15.9,9,2,1.222222222,1,0,69,0
84732B,2,22,20,2,11,11,8.58,7.8,0.78,4.29,4.29,2,1,1,1,0,29,0
84732D,2,11,9,2,5.5,5.5,4.29,3.51,0.78,2.145,2.145,2,1,1,1,0,29,0
84741C,14,60,6,2,4.285714286,4,117,11.7,3.9,8.357142857,7.8,14,1,1,1,0,28,0
84743C,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1.25,1,1,1,1,0,0,0
84745A,5,32,10,4,6.4,6,13.44,4.2,1.68,2.688,2.52,5,1,1,1,0,54,0
84745B,5,32,10,4,6.4,6,13.44,4.2,1.68,2.688,2.52,5,1,1,1,0,54,0
84750A,3,-3,24,-24,-1,-3,-5.85,46.8,-46.8,-1.95,-5.85,2,2,1.5,1.5,1.125,18,0
84750B,13,60,16,-1,4.615384615,4,54.6,15.6,-0.39,4.2,2.34,12,2,1.083333333,1,0.016393443,53,0
84751B,10,18,4,-1,1.8,2,37.9,15,-0.79,3.79,1.58,8,2,1.25,1,0.052631579,50,0
84760S,9,43,12,1,4.777777778,4,62.35,17.4,1.45,6.927777778,5.8,8,2,1.125,1,0,46,0
84795B,40,167,18,1,4.175,2,1249.65,125.1,7.95,31.24125,15.9,33,4,1.212121212,1,0,78,0
84795C,1,2,2,2,2,2,15.9,15.9,15.9,15.9,15.9,1,1,1,1,0,0,0
84796A,9,12,2,1,1.333333333,1,153,25.5,12.75,17,12.75,9,1,1,1,0,46,0
84796B,17,69,24,1,4.058823529,2,793.35,262.8,12.75,46.66764706,25.5,16,2,1.0625,1,0,38,0
84798A,4,2,7,-12,0.5,3.5,5.1,17.85,-30.6,1.275,8.925,4,1,1,1,0.857142857,197,0
84798B,2,7,6,1,3.5,3.5,17.85,15.3,2.55,8.925,8.925,2,1,1,1,0,16,0
84800L,23,336,48,-24,14.60869565,7,598.8,81.12,-40.56,26.03478261,14.84,20,3,1.15,1,0.066666667,23,0
84800M,12,124,24,-3,10.33333333,6,169.24,30.48,-5.07,14.10333333,10.14,12,1,1,1,0.023622047,136,0
84800S,11,111,36,-2,10.09090909,6,125.07,38.16,-2.5,11.37,7.5,9,2,1.222222222,1,0.017699115,105,0
84801A,5,46,12,6,9.2,10,96.6,25.2,12.6,19.32,21,5,1,1,1,0,182,0
84801B,3,22,12,4,7.333333333,6,46.2,25.2,8.4,15.4,12.6,3,1,1,1,0,36,0
84802A,1,2,2,2,2,2,3.38,3.38,3.38,3.38,3.38,1,1,1,1,0,0,0
84802B,1,4,4,4,4,4,6.76,6.76,6.76,6.76,6.76,1,1,1,1,0,0,0
84803B,3,15,6,4,5,5,25.35,10.14,6.76,8.45,8.45,3,1,1,1,0,17,0
84804A,7,58,24,2,8.285714286,4,171.1,70.8,5.9,24.44285714,11.8,7,1,1,1,0,118,0
84804B,4,51,24,3,12.75,12,150.45,70.8,8.85,37.6125,35.4,4,1,1,1,0,48,0
84805A,1,6,6,6,6,6,22.5,22.5,22.5,22.5,22.5,1,1,1,1,0,0,0
84805B,1,2,2,2,2,2,7.5,7.5,7.5,7.5,7.5,1,1,1,1,0,0,0
84806A,7,41,12,1,5.857142857,6,59.45,17.4,1.45,8.492857143,8.7,7,1,1,1,0,119,0
84806B,18,272,48,2,15.11111111,10.5,384.8,60,2.9,21.37777778,15.225,17,2,1.058823529,1,0,48,0
84809A,5,38,18,2,7.6,6,79.8,37.8,4.2,15.96,12.6,5,1,1,1,0,83,0
84809B,1,18,18,18,18,18,37.8,37.8,37.8,37.8,37.8,1,1,1,1,0,0,0
84846A,11,53,24,1,4.818181818,2,111.3,50.4,2.1,10.11818182,4.2,9,3,1.222222222,1,0,169,0
